trial_id,trial_hash,fixture_role,closest_clearance_m,seed,condition,initial_state_hash,parameters_hash,dt_ms,telemetry_bin_ms,input_onset_ms,first_escape_sim_ms,escaped,lc4_spikes,lplc2_spikes,dnp01_spikes,simulated_duration_ms,wall_compute_ms,trace_file
course-07,a2625aa0a4530b64ed87c254242afee260dee4873e95c461561e713606b52c39,near_miss,0.013000,41001,sensory_outputs_silenced,78e44e6973bd413614e74356b5c03ad2ad4e529bd7c7dc31ada586d00508d49f,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,1886,2988,0,800.0,713.897,evidence/traces/course-07-seed-41001-sensory_outputs_silenced.json
course-07,a2625aa0a4530b64ed87c254242afee260dee4873e95c461561e713606b52c39,near_miss,0.013000,41002,baseline,46595df9dc8ab4355df599265bce97f75f43f07fc7c23366ef073d6ccc0b2b10,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,113.0,true,1942,2972,229,800.0,773.279,evidence/traces/course-07-seed-41002-baseline.json
course-07,a2625aa0a4530b64ed87c254242afee260dee4873e95c461561e713606b52c39,near_miss,0.013000,41002,sensory_outputs_silenced,46595df9dc8ab4355df599265bce97f75f43f07fc7c23366ef073d6ccc0b2b10,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,1929,2972,0,800.0,847.726,evidence/traces/course-07-seed-41002-sensory_outputs_silenced.json
course-07,a2625aa0a4530b64ed87c254242afee260dee4873e95c461561e713606b52c39,near_miss,0.013000,41003,baseline,897a773b4ac2a2e6929654f444c89fffb11ed80ce2b151c4e4ec06e9036b3db2,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,112.0,true,1998,3048,233,800.0,1005.217,evidence/traces/course-07-seed-41003-baseline.json
course-07,a2625aa0a4530b64ed87c254242afee260dee4873e95c461561e713606b52c39,near_miss,0.013000,41003,sensory_outputs_silenced,897a773b4ac2a2e6929654f444c89fffb11ed80ce2b151c4e4ec06e9036b3db2,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,1983,3048,0,800.0,855.391,evidence/traces/course-07-seed-41003-sensory_outputs_silenced.json
course-07,a2625aa0a4530b64ed87c254242afee260dee4873e95c461561e713606b52c39,near_miss,0.013000,41004,baseline,900dcb7285fd6191705252997891a2e7c84c0543bb3bdce8213ab5c8da612f61,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,112.5,true,1876,3125,229,800.0,755.702,evidence/traces/course-07-seed-41004-baseline.json
course-07,a2625aa0a4530b64ed87c254242afee260dee4873e95c461561e713606b52c39,near_miss,0.013000,41004,sensory_outputs_silenced,900dcb7285fd6191705252997891a2e7c84c0543bb3bdce8213ab5c8da612f61,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,1863,3125,0,800.0,668.665,evidence/traces/course-07-seed-41004-sensory_outputs_silenced.json
course-07,a2625aa0a4530b64ed87c254242afee260dee4873e95c461561e713606b52c39,near_miss,0.013000,41005,baseline,a10de12e4938b9b39aeb6a0eb8da8be5e6bf1d7084d1a2fb5c4e76ccdbdee3ff,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,113.0,true,1960,3100,230,800.0,798.596,evidence/traces/course-07-seed-41005-baseline.json
course-07,a2625aa0a4530b64ed87c254242afee260dee4873e95c461561e713606b52c39,near_miss,0.013000,41005,sensory_outputs_silenced,a10de12e4938b9b39aeb6a0eb8da8be5e6bf1d7084d1a2fb5c4e76ccdbdee3ff,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,1946,3100,0,800.0,715.491,evidence/traces/course-07-seed-41005-sensory_outputs_silenced.json
course-08,6d3644e5faffef200c4c9bf60296f0308a18576a440cefd765d51e5d1006b0c9,near_miss,0.028000,41001,baseline,b7722a3e66a59d7e3fe6d2280081c06f0e8f81de807596593528a75744d26f94,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,110.5,true,2042,2803,199,800.0,748.742,evidence/traces/course-08-seed-41001-baseline.json
course-08,6d3644e5faffef200c4c9bf60296f0308a18576a440cefd765d51e5d1006b0c9,near_miss,0.028000,41001,sensory_outputs_silenced,b7722a3e66a59d7e3fe6d2280081c06f0e8f81de807596593528a75744d26f94,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,2006,2801,0,800.0,740.134,evidence/traces/course-08-seed-41001-sensory_outputs_silenced.json
course-08,6d3644e5faffef200c4c9bf60296f0308a18576a440cefd765d51e5d1006b0c9,near_miss,0.028000,41002,baseline,06df78432dbb6159b0c348528245fef368c8c2be1ea1f85f0242001f7daa3e30,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,111.0,true,1975,2898,202,800.0,932.895,evidence/traces/course-08-seed-41002-baseline.json
course-08,6d3644e5faffef200c4c9bf60296f0308a18576a440cefd765d51e5d1006b0c9,near_miss,0.028000,41002,sensory_outputs_silenced,06df78432dbb6159b0c348528245fef368c8c2be1ea1f85f0242001f7daa3e30,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,1953,2893,0,800.0,1170.29,evidence/traces/course-08-seed-41002-sensory_outputs_silenced.json
course-08,6d3644e5faffef200c4c9bf60296f0308a18576a440cefd765d51e5d1006b0c9,near_miss,0.028000,41003,baseline,b30764f1ffc539c4e19a621aec8c87a38729ef5bb7546eeb7715fa3517d1995a,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,112.5,true,1973,2882,190,800.0,949.73,evidence/traces/course-08-seed-41003-baseline.json
course-08,6d3644e5faffef200c4c9bf60296f0308a18576a440cefd765d51e5d1006b0c9,near_miss,0.028000,41003,sensory_outputs_silenced,b30764f1ffc539c4e19a621aec8c87a38729ef5bb7546eeb7715fa3517d1995a,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,1935,2880,0,800.0,708.248,evidence/traces/course-08-seed-41003-sensory_outputs_silenced.json
course-08,6d3644e5faffef200c4c9bf60296f0308a18576a440cefd765d51e5d1006b0c9,near_miss,0.028000,41004,baseline,cbfbcdf15c09dd3ebda4e7edf4b93ef3868bf235fc13d10f7f5404c02c5793d7,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,110.5,true,2066,2852,199,800.0,749.251,evidence/traces/course-08-seed-41004-baseline.json
course-08,6d3644e5faffef200c4c9bf60296f0308a18576a440cefd765d51e5d1006b0c9,near_miss,0.028000,41004,sensory_outputs_silenced,cbfbcdf15c09dd3ebda4e7edf4b93ef3868bf235fc13d10f7f5404c02c5793d7,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,2030,2850,0,800.0,1084.245,evidence/traces/course-08-seed-41004-sensory_outputs_silenced.json
course-08,6d3644e5faffef200c4c9bf60296f0308a18576a440cefd765d51e5d1006b0c9,near_miss,0.028000,41005,baseline,1dd064819909a54368e883ab1587d792b6a295f450209a49d24f797307097dd5,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,112.5,true,1989,2874,194,800.0,741.392,evidence/traces/course-08-seed-41005-baseline.json
course-08,6d3644e5faffef200c4c9bf60296f0308a18576a440cefd765d51e5d1006b0c9,near_miss,0.028000,41005,sensory_outputs_silenced,1dd064819909a54368e883ab1587d792b6a295f450209a49d24f797307097dd5,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,1958,2869,0,800.0,808.031,evidence/traces/course-08-seed-41005-sensory_outputs_silenced.json
course-09,8bd0fc141c66b61d24e62c3934a67eec7f22ae8ec7525271902f1a90cc9541b4,static,0.184977,41001,baseline,dd9476dfcdd6d0adb2327099cc33529901359a2a0c731e2681b97cbed40b16b5,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,0,0,0,800.0,429.168,evidence/traces/course-09-seed-41001-baseline.json
course-09,8bd0fc141c66b61d24e62c3934a67eec7f22ae8ec7525271902f1a90cc9541b4,static,0.184977,41001,sensory_outputs_silenced,dd9476dfcdd6d0adb2327099cc33529901359a2a0c731e2681b97cbed40b16b5,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,0,0,0,800.0,426.886,evidence/traces/course-09-seed-41001-sensory_outputs_silenced.json
course-09,8bd0fc141c66b61d24e62c3934a67eec7f22ae8ec7525271902f1a90cc9541b4,static,0.184977,41002,baseline,07b1c50cec367571db16c8c11e682a4035c57a5b52d45ae6d6a028dc773e76e1,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,0,0,0,800.0,426.64,evidence/traces/course-09-seed-41002-baseline.json
course-09,8bd0fc141c66b61d24e62c3934a67eec7f22ae8ec7525271902f1a90cc9541b4,static,0.184977,41002,sensory_outputs_silenced,07b1c50cec367571db16c8c11e682a4035c57a5b52d45ae6d6a028dc773e76e1,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,0,0,0,800.0,412.73,evidence/traces/course-09-seed-41002-sensory_outputs_silenced.json
course-09,8bd0fc141c66b61d24e62c3934a67eec7f22ae8ec7525271902f1a90cc9541b4,static,0.184977,41003,baseline,4360c84ae465288904c3f1996c43b82fd1919ef00eb41164bbec559ff776a0bf,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,0,0,0,800.0,426.569,evidence/traces/course-09-seed-41003-baseline.json
course-09,8bd0fc141c66b61d24e62c3934a67eec7f22ae8ec7525271902f1a90cc9541b4,static,0.184977,41003,sensory_outputs_silenced,4360c84ae465288904c3f1996c43b82fd1919ef00eb41164bbec559ff776a0bf,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,0,0,0,800.0,433.927,evidence/traces/course-09-seed-41003-sensory_outputs_silenced.json
course-09,8bd0fc141c66b61d24e62c3934a67eec7f22ae8ec7525271902f1a90cc9541b4,static,0.184977,41004,baseline,b7cf6e78f63074901f3ef8cacb8b86418c6289de2146307d48c1084fe8292cc6,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,0,0,0,800.0,426.106,evidence/traces/course-09-seed-41004-baseline.json
course-09,8bd0fc141c66b61d24e62c3934a67eec7f22ae8ec7525271902f1a90cc9541b4,static,0.184977,41004,sensory_outputs_silenced,b7cf6e78f63074901f3ef8cacb8b86418c6289de2146307d48c1084fe8292cc6,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,0,0,0,800.0,434.371,evidence/traces/course-09-seed-41004-sensory_outputs_silenced.json
course-09,8bd0fc141c66b61d24e62c3934a67eec7f22ae8ec7525271902f1a90cc9541b4,static,0.184977,41005,baseline,a4ea64a69980911cf1a00e7c4d69d190a4efe6474e1a2fd5a8204f32f9b8afe7,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,0,0,0,800.0,482.041,evidence/traces/course-09-seed-41005-baseline.json
course-09,8bd0fc141c66b61d24e62c3934a67eec7f22ae8ec7525271902f1a90cc9541b4,static,0.184977,41005,sensory_outputs_silenced,a4ea64a69980911cf1a00e7c4d69d190a4efe6474e1a2fd5a8204f32f9b8afe7,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,0,0,0,800.0,431.522,evidence/traces/course-09-seed-41005-sensory_outputs_silenced.json
course-10,9e4e86aaa8ceb1c263b4cb7ed6be993b47868f34778c75bcb9e020250a06eec5,receding,0.089980,41001,baseline,78b8a4001f7575addcfb2de4001271cfa0f5eec808eb5aefdd24d2fee1fa4fce,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,0,0,0,800.0,684.191,evidence/traces/course-10-seed-41001-baseline.json
course-10,9e4e86aaa8ceb1c263b4cb7ed6be993b47868f34778c75bcb9e020250a06eec5,receding,0.089980,41001,sensory_outputs_silenced,78b8a4001f7575addcfb2de4001271cfa0f5eec808eb5aefdd24d2fee1fa4fce,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,0,0,0,800.0,688.46,evidence/traces/course-10-seed-41001-sensory_outputs_silenced.json
course-10,9e4e86aaa8ceb1c263b4cb7ed6be993b47868f34778c75bcb9e020250a06eec5,receding,0.089980,41002,baseline,7acf1ca4198ac73b0b7121fe1c980a8bbb30c9bda782962d65ea1d2a2d6316ac,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,0,0,0,800.0,667.244,evidence/traces/course-10-seed-41002-baseline.json
course-10,9e4e86aaa8ceb1c263b4cb7ed6be993b47868f34778c75bcb9e020250a06eec5,receding,0.089980,41002,sensory_outputs_silenced,7acf1ca4198ac73b0b7121fe1c980a8bbb30c9bda782962d65ea1d2a2d6316ac,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,0,0,0,800.0,654.863,evidence/traces/course-10-seed-41002-sensory_outputs_silenced.json
course-10,9e4e86aaa8ceb1c263b4cb7ed6be993b47868f34778c75bcb9e020250a06eec5,receding,0.089980,41003,baseline,364a6f4a5149ce7ab53c62e126650c2860e00c6cd30a8c90f8f619bc31fc1f28,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,0,0,0,800.0,689.495,evidence/traces/course-10-seed-41003-baseline.json
course-10,9e4e86aaa8ceb1c263b4cb7ed6be993b47868f34778c75bcb9e020250a06eec5,receding,0.089980,41003,sensory_outputs_silenced,364a6f4a5149ce7ab53c62e126650c2860e00c6cd30a8c90f8f619bc31fc1f28,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,0,0,0,800.0,705.668,evidence/traces/course-10-seed-41003-sensory_outputs_silenced.json
course-10,9e4e86aaa8ceb1c263b4cb7ed6be993b47868f34778c75bcb9e020250a06eec5,receding,0.089980,41004,baseline,3c6fe9520b700f59fbf497627f48c1694b8c91d1be986f63557accac03b82d35,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,0,0,0,800.0,1085.871,evidence/traces/course-10-seed-41004-baseline.json
course-10,9e4e86aaa8ceb1c263b4cb7ed6be993b47868f34778c75bcb9e020250a06eec5,receding,0.089980,41004,sensory_outputs_silenced,3c6fe9520b700f59fbf497627f48c1694b8c91d1be986f63557accac03b82d35,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,0,0,0,800.0,999.878,evidence/traces/course-10-seed-41004-sensory_outputs_silenced.json
course-10,9e4e86aaa8ceb1c263b4cb7ed6be993b47868f34778c75bcb9e020250a06eec5,receding,0.089980,41005,baseline,2a6266062d8fb13aeff4187ee418559e8019abfc663fd1d9a0a38447e10e8578,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,0,0,0,800.0,686.834,evidence/traces/course-10-seed-41005-baseline.json
course-10,9e4e86aaa8ceb1c263b4cb7ed6be993b47868f34778c75bcb9e020250a06eec5,receding,0.089980,41005,sensory_outputs_silenced,2a6266062d8fb13aeff4187ee418559e8019abfc663fd1d9a0a38447e10e8578,cc93a21360489eb113e55a3450dd15960dadb1f038a67adf15e1523b695fdb3d,0.5,5.0,100.0,,false,0,0,0,800.0,698.077,evidence/traces/course-10-seed-41005-sensory_outputs_silenced.json
